Feature_ID	Protein_ID	Product	liquid_1	liquid_2	bean_1	bean_2	agar_1	agar_2
gene48	P08874	transition state regulatory protein AbrB	71.4572978896848	86.5677301103152	69.9135464316082	58.5721415683918	34.1296545074213	57.8199554925787
gene49	P37465	methionine--tRNA ligase	184.701689243571	185.139416756429	172.469787126621	95.6422368733789	81.7792908829736	150.430851117026
gene50	P37545	hypothetical protein	3213.73052216099	6393.47056783901	910.937707140056	1000.26508685994	3030.75863164668	2473.33991235332
gene52	P37547	ribonuclease M5	381.382195454053	204.192428545947	195.387592522611	439.121055477389	400.909499022822	116.687156977178
gene53	P37468	ribosomal RNA small subunit methyltransferase A	97.7073593274289	112.742426672571	102.439641423818	86.8588505761817	102.373911625558	53.1239523744419
gene54	P37548	sporulation peptidase YabG	494.328217461369	295.380880538631	526.870445618427	465.945144381573	519.164755139266	344.723622860734
gene55	P37466	protein Veg	133.308069504673	200.198816495327	150.643336652126	90.4177333478737	109.263671009447	210.331280990553
gene56	P37549	protein sspF	206.219395511052	206.031428488948	123.062747557202	118.573342442798	131.904153337124	215.176982662876
gene57	P37550	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	17.9637842605236	11.3873557394764	7.08637668608653	9.27613731391347	8.39423236485394	12.3986636351461
gene58	P37551	pur operon repressor	3292.13671407524	3802.49104992476	1828.80645854055	2326.49727745945	989.919658612565	2078.49778738743
gene59	P37552	RidA family protein	5.97392063026465	5.25708736973535	1.69853424883322	2.00979175116678	2.76764223386047	3.12975776613954
gene60	P28015	septation protein spoVG	28.9560960717109	40.8803539282891	13.8423210833807	20.9485269166193	15.7252817484654	6.47038825153462
gene61	P14192	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	192.524147773396	268.431276226604	215.017134396043	205.430395603957	94.809680955009	205.530689044991
gene62	P14193	ribose-phosphate pyrophosphokinase	317.310599629383	543.321138370617	549.47663610119	396.74912189881	396.15065356915	222.94865043085
gene63	P14194	50S ribosomal protein L25/general stress protein Ctc	846.107326165415	843.758273834585	871.3474805294	993.4111134706	845.02596186601	635.642790133991
gene64	P37470	peptidyl-tRNA hydrolase	1155.88713502179	678.944558978209	4686.55372061106	4212.88779938894	3841.53355878865	3132.21437521135
gene65	P37553	hypothetical protein	0.797874680472968	0.688581319527032	7.70779196284127	7.99806203715873	2.64678663192945	3.59751936807055
gene66	P37474	transcription-repair coupling factor	402.064951784872	278.615234215128	337.575759569506	390.489688430494	512.777793852389	300.560186147611
gene67	P37554	stage V sporulation protein T	185.305741984711	407.182908015289	418.766935867097	243.554216132903	364.262336609316	357.112135390684
gene68	P37555	hypothetical protein	923.56458951131	362.89632848869	595.10690370943	428.817116290571	559.726637751229	781.917852248771
gene69	P37556	MazG family protein	278.60621314483	244.97268485517	142.131987919343	128.634728080657	174.941074433363	110.661603566637
gene70	P37557	hypothetical protein	274.211669627348	193.944032372652	130.086340306223	137.693885693777	136.470327239956	124.256850760044
gene71	P37558	spore protein YabP	200.800045215288	205.532676784712	137.516486003887	104.739875996113	93.1350823235682	184.278033676432
gene72	P37559	spore protein YabQ	241.501254172235	259.395823827765	125.633618774339	135.075343225661	146.702916185484	134.241829814516
gene73	P37471	cell division protein DIVIC	55.8753517641781	69.0037642358219	18.1738508603871	43.3579351396129	33.0118692750725	32.4127627249275
gene74	P37560	RNA-binding protein S1	97.5963493577155	185.528194642284	79.7254679229623	90.2823940770377	128.135487440131	260.840196559869
gene75	-	tRNA-Met	82.1665608644788	164.141063135521	96.8179672694692	71.9748367305308	276.513461925184	203.616276074816
gene76	-	tRNA-Glu	154.645560794729	166.605747205271	117.382624475412	104.235793524588	233.462068621699	342.497911378301
gene77	P37475	stage II sporulation protein E	89.9848792208102	68.1067727791899	46.2605600535466	47.5619339464534	130.416817969469	104.636714030531
gene78	P37561	hypothetical protein	922.744567561123	824.859390438877	565.381528239883	425.996411760117	574.234796859378	788.995873140621
gene79	P37562	serine/threonine protein kinase	2560.89941839834	1772.18018760166	1210.54026348035	1069.30452651965	1251.43731392255	1604.41313407745
gene82	P37476	ATP-dependent zinc metalloprotease FtsH	24.4957234182214	32.8344985817786	32.6742861500818	28.3345238499182	27.7673333272382	29.4115046727618
gene83	P37564	type III pantothenate kinase	120.893256671208	32.5594473287918	59.4567386814877	81.9381713185123	80.4033031454929	72.4059508545071
gene84	P37565	molecular chaperone Hsp33	15.639879372337	12.564442627663	16.055301632722	7.77368836727803	13.180810943853	16.439359056147
gene85	P37566	hypothetical protein	574.603958187497	801.586571812503	243.354131796682	396.183748203318	353.14621912502	522.34527887498
gene86	P37887	cysteine synthase	984.849470364353	847.697353635647	547.089112646232	407.569413353768	504.16775393663	561.46969806337
gene87	P28820	aminobenzoate synthetase	2545.24101287072	3282.25267312928	1535.59245231383	1808.87653368617	2418.64341749064	1666.00889650936
gene88	P28819	glutamine amidotransferase	128.426438513379	226.948401486621	75.3159528405423	136.982089159458	109.77498366225	119.31454833775
gene89	P28821	4-amino-4-deoxychorismate lyase	345.404904344209	282.531523655791	170.355393793397	152.726224206603	211.047072349872	201.023685650128
gene90	P28822	dihydropteroate synthase	98.1159868444408	105.059731155559	128.301050475643	95.2438555243572	104.683349229212	67.9046687707875
gene91	P28823	dihydroneopterin aldolase	865.566475385659	612.183390614341	567.540972886788	516.442539113212	200.013779271754	334.531176728246
gene92	P29252	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	41.323257524518	54.995578475482	58.2790766127307	32.1476173872693	34.67826050091	49.66992949909
gene93	O31417	transcriptional regulator	166.100087186221	177.263996813779	144.149574467442	159.970489532558	117.207693633949	149.242192366051
gene94	P37567	tRNA-dihydrouridine synthase	103.523411092134	91.4147989078658	77.0897874259598	80.3248985740402	61.0981439620569	90.3687640379431
gene95	P37477	lysine--tRNA ligase	157.535707471303	162.482976528697	146.253351838846	102.533852161154	94.1262261749607	159.165983825039
gene96	-	16S ribosomal RNA	102.38143294011	112.30717505989	90.3928252359602	93.4911467640398	116.94913626904	82.6364397309603
gene97	-	23S ribosomal RNA	212.257167572422	209.507294427578	184.401758488212	130.276253511788	173.466625130691	142.465540869309
gene98	-	5S ribosomal RNA	32.9109715199402	27.0144784800598	12.0030387333922	26.7754632666078	21.2076164214516	13.6712955785484
gene99	-	tRNA-Val	941.245655708038	442.348468291962	544.860487171545	299.460072828455	627.062456673069	410.116827326931
gene100	-	tRNA-Thr	962.49027338685	854.50712861315	732.819680262466	464.317195737534	738.911646779751	663.266075220249
gene113	P37570	protein arginine kinase	207.582519542079	182.547232457921	173.315924181214	221.718461818786	206.08470110336	229.70215289664
gene119	Q06756	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	241.632306074824	295.717083925176	139.566556976713	161.310329023287	70.6945838779397	227.90411612206
gene120	P22250	glutamate--tRNA ligase	164.616244512681	320.085763487319	135.122362086747	87.0268499132526	83.8774051694311	146.817754830569
gene121	-	hypothetical protein	347.057200231699	217.902613768302	208.43333960013	129.83941239987	168.53674175339	143.21539824661
gene122	Q06750	serine O-acetyltransferase	497.121067022319	670.585254977681	410.711892661663	325.539575338337	368.276252311305	290.305579688695
gene123	Q06752	cysteine--tRNA ligase	484.17152067522	547.87118132478	175.879153980562	146.605630019438	207.401126706142	180.346783293858
gene124	O31418	Mini-ribonuclease 3	343.530105689762	512.562036310238	171.282448161129	145.024469838871	136.564834644067	97.2074653559329
gene125	Q06753	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	444.901486181765	357.809565818235	240.555539129742	159.337484870258	180.567175015231	137.458578984769
gene126	P37574	hypothetical protein	274.406302080504	244.871163919496	124.376556380869	169.743093619131	136.798940146431	124.711537853569
gene127	P17869	RNA polymerase sporulation sigma factor SigH	104.626641109531	136.310266890469	77.5092880159734	84.2577199840266	58.7944707608141	42.3515112391859
gene128	Q06798	50S ribosomal protein L33	682.87640974866	922.50979425134	584.438230558417	519.407031441583	511.531820013634	711.838535986366
gene129	Q06799	preprotein translocase subunit SecE	89.8133095995697	112.11300240043	93.6947082231745	79.2017737768255	105.589522089644	52.6664079103561
gene130	Q06795	transcription termination/antitermination protein NusG	125.058177670776	119.955762329224	114.904610552575	115.218107447425	111.567997771351	80.9625522286489
gene131	Q06796	50S ribosomal protein L11	91.7982251031357	87.5469348968643	118.876456325436	72.7204256745638	66.5426405972551	86.4211834027449
gene132	Q06797	50S ribosomal protein L1	136.40578379612	139.33792420388	132.670463301575	116.885094698425	139.919726917744	95.1034750822563
gene133	P42923	50S ribosomal protein L10	129.378392061194	124.205945938806	115.36465295582	100.10864904418	94.9756311427629	80.7048248572371
gene134	P02394	50S ribosomal protein L7/L12	408.411154082465	345.066403917535	493.577846012974	610.182751987026	330.529759675668	384.429060324332
gene135	P37872	hypothetical protein	458.976488724278	376.947437275722	344.551335485559	486.707188514441	337.72245853873	262.04316546127
gene136	P37870	DNA-directed RNA polymerase subunit beta	492.297376921863	273.376595078137	433.127079190117	351.554860809883	322.567969259826	275.428434740174
gene137	P37871	DNA-directed RNA polymerase subunit beta'	736.639786489668	914.696965510332	474.833863437358	676.164092562642	720.35476978406	1191.89388821594
gene138	P46350	50S ribosomal protein L7ae-like protein	20499.5663959419	23389.5335360581	7891.25579443783	20223.5447695622	17354.1237004243	15063.2802215757
gene139	P21472	30S ribosomal protein S12	12894.0352602495	7716.98532975046	6633.71605179417	5650.93596220583	10580.7976847232	5540.36651927676
gene140	P21469	30S ribosomal protein S7	8860.05655820564	6972.13404179436	6049.7302037207	6641.2742162793	13048.6193395829	7188.82230641707
gene141	P80868	elongation factor G	8353.02550656486	5179.81678343514	5378.88784822167	5152.41516377834	7867.11518084501	7501.64750315499
gene142	P33166	elongation factor Tu	362.011305521896	286.746204478104	326.123246886048	219.771823113952	336.608800344018	617.193537655982
gene143	P70981	alpha/beta hydrolase	1725.91991280032	3051.27367519968	2313.32341205236	1133.63591394764	1923.65809270526	2710.89857529474
gene144	P21471	30S ribosomal protein S10	4417.9180122727	4251.1612857273	2160.95908620447	2585.84860979553	2338.59054328554	3758.75702071446
gene145	P42920	50S ribosomal protein L3	9948.77585384069	13764.9690581593	9568.19129343206	9177.26955056794	10958.1124674074	8701.46162659261
gene146	P42921	50S ribosomal protein L4	26107.1316853402	28980.3817286598	20786.7916961797	25145.3106818203	32570.2424893061	16296.8376746939
gene147	P42924	50S ribosomal protein L23	18985.0510996257	20523.0826063743	18040.3356278254	15313.4789061746	9199.74005345261	23180.2051045474
gene148	P42919	50S ribosomal protein L2	9310.65316524767	16129.9604807523	12967.5863936317	8160.82408436833	13223.4519894125	8623.91664058746
gene149	P21476	30S ribosomal protein S19	25379.6019982511	15070.4858917489	17172.6899885202	16774.4726774798	24200.9818473923	11127.1800686077
gene150	P42060	50S ribosomal protein L22	37.9833461747894	102.545081825211	26.3064802687932	45.1165897312068	35.3323664655803	46.3623435344197
gene151	P21465	30S ribosomal protein S3	11501.6167696299	6217.64271437009	6918.26326726054	7231.41550073946	8129.87550031597	6929.96672968403
gene152	P14577	50S ribosomal protein L16	11069.3719551406	9316.83291285939	8662.87680620011	6987.32160579989	8552.03643012081	7873.90875587919
gene153	P12873	50S ribosomal protein L29	11474.6902921825	5480.83810581754	7369.24175771993	4837.21494028007	8400.95495583299	4037.59820816701
gene154	P12874	30S ribosomal protein S17	4950.9682759436	4070.3389140564	3321.62062241783	3659.30448558217	3427.62935404091	3570.74202595908
gene155	P12875	50S ribosomal protein L14	18513.6602911534	11871.8723008466	10898.7642512501	10900.9146807499	11563.566148091	10678.585663909
gene156	P0CI78	50S ribosomal protein L24	19502.5739151798	12784.1248208202	11405.7339440916	13614.5833479084	15316.7971863806	9629.20665761937
gene157	P12877	50S ribosomal protein L5	11521.0068462185	11677.7940857815	3992.29103496191	11772.4663710381	10691.2453443233	5200.71388967666
gene158	P12878	30S ribosomal protein S14	16686.407099672	6148.63884632803	6023.32755723705	11234.8719687629	9106.86672965969	8589.54700634031
gene159	P12879	30S ribosomal protein S8	10398.3016577888	7169.52581421123	7096.59559380465	5837.21243419535	5660.02798320696	7984.39701479304
gene160	P46898	50S ribosomal protein L6	5192.91212402781	11020.8930439722	5691.02829410825	5501.97326589175	5605.87707473998	6503.17099126002
gene161	P46899	50S ribosomal protein L18	7868.98158660862	12548.9909893914	6804.85212110109	8115.28399689891	9375.70461622977	6046.71671977023
gene162	P21467	30S ribosomal protein S5	7781.8903533561	12571.9358886439	8716.50903181921	6593.60321618079	6923.99788264214	8821.89116335786
gene163	P19947	50S ribosomal protein L30	7269.42774045649	10366.0625995435	5464.89961310085	6222.26297489915	4829.17536832824	7834.60745767176
gene164	P19946	50S ribosomal protein L15	9138.31787219471	7450.17652380529	6370.78715550886	5979.89267649114	4881.66925030507	7498.21582169493
gene165	P16336	protein translocase subunit SecY	5069.06900325568	8099.77620274432	4719.40120508061	3708.88383491939	4802.45112316457	3807.03556883543
gene166	P16304	adenylate kinase	15474.2601093524	7728.30431264757	8657.29176987628	8156.70271012372	8926.94104908927	8236.31125691073
gene167	P19994	methionine aminopeptidase	13054.600713305	23105.152448695	9778.80575451452	19244.9478134855	17762.8797249387	11334.7940690613
gene168	C0H3S8	ribosome-binding protein	6544.85692444371	7708.18940155629	6787.127858604	2962.041227396	5304.60966630315	5390.79711769685
gene169	P20458	translation initiation factor IF-1	10095.4605170436	10093.3994969564	6193.15344464874	9202.33589535125	10322.9828751653	5379.73039483469
gene170	P20278	50S ribosomal protein L36	12117.5598042648	11602.8725657352	9878.99862338962	8610.95780461038	9320.36764082589	7499.77935717411
gene171	P20282	30S ribosomal protein S13	8615.45969409212	12847.8707399079	6913.49300392377	8756.35654007623	3663.7613124623	13726.3373135377
gene172	P04969	30S ribosomal protein S11	9145.07840953424	7183.93724046576	4131.24572028673	7750.02426971327	4575.92004026706	8045.84588373294
gene173	P20429	DNA-directed RNA polymerase subunit alpha	11111.4570686159	12360.8521133841	6186.61145028694	10575.0254637131	11486.1949892027	6637.1137547973
gene174	P20277	50S ribosomal protein L17	23453.2767178691	15401.3473001309	16784.8109931813	11930.4600708187	13859.5619389512	17210.0426330488
gene175	P40735	energy-coupling factor transporter ATPase	16172.2953472651	8518.92800473495	10148.7624132398	9629.11037676022	11418.2208329816	8275.9927270184
gene176	P70970	energy-coupling factor transporter ATPase	6288.16333388078	3705.40853811922	3619.76609632083	4253.43714167917	5614.37771622805	3071.04294577195
gene177	P70972	energy-coupling factor transporter protein EcfT	7800.94953933034	13807.7651366697	12295.4864333845	3824.60995261554	5805.12980394658	11983.5744200534
gene178	P70973	tRNA pseudouridine(38-40) synthase TruA	14313.8455969584	8825.56066504159	12561.7581787357	5650.85869926432	8691.19558473086	11586.2575772691
gene179	P70974	50S ribosomal protein L13	12195.4577833225	5261.66084067753	5037.08043889332	9317.08276110668	8501.66566689395	8377.69582510605
gene180	P21470	30S ribosomal protein S9	459.554064855643	966.664475144357	436.416139184585	192.263596815415	327.248780424601	425.799065575399
gene181	-	hypothetical protein	749.629109949162	584.266094050838	224.907759200119	331.955044799881	422.658616002516	255.623777997484
gene182	P70976	SAM-dependent methyltransferase	542.668432443852	680.540339556148	230.56421776649	280.18111623351	124.89807730984	503.24158069016
gene183	P50862	hypothetical protein	1220.54432546124	1739.89051653876	849.16934273246	713.172641267539	971.975104095002	1634.128951905
gene184	P50864	N-acetylmuramoyl-L-alanine amidase	12624.6351399918	12642.3861860082	4702.06151333287	12913.6191746671	9443.34665748854	17028.6095485115
gene185	P50863	protein mrp	5949.40847982527	4982.78515217473	4062.63588576362	2630.86108223638	4119.7558498156	6074.7097381844
gene186	P16450	germination protein GerD	191.69851814449	160.49887385551	478.612173557827	238.427568442173	167.268523819676	343.801120180324
gene187	P16449	KinB-signaling pathway activation protein	8.15940413448564	6.86586386551436	13.2458553716175	6.59870462838255	6.18645314161406	6.00682085838594
gene188	P50865	polysaccharide deacetylase PdaB	11.8737450527847	15.5195329472153	14.7414505774031	20.0357994225969	14.1506343885098	10.3805696114902
gene189	-	16S ribosomal RNA	1523.16217902656	618.396972973442	456.31308767448	411.24627832552	697.640576668006	1012.68908133199
gene190	-	23S ribosomal RNA	96.6786206743271	112.272471325673	100.732723896613	42.5761621033871	162.451188588354	98.0807434116462
gene191	-	5S ribosomal RNA	120.253849061237	54.0282289387635	79.3327907279013	55.1647292720987	87.8060279914286	79.9922040085714
gene192	-	tRNA-Asn	63.1378226006872	50.0707373993129	43.8613345986928	27.5165394013072	49.9910206143097	62.1067673856903
gene202	-	23S ribosomal RNA	20.9351371468577	16.6455428531423	30.1643646272091	25.1752813727909	27.2829528737984	25.1131811262016
gene212	P40406	hypothetical protein	33.3222780986787	42.4870259013213	3.37154637900444	5.28121562099556	5.28022277409641	6.51457722590359
gene213	O05213	penicillin binding protein PBP4B	124.979239392304	179.629614607696	140.957982002774	187.821183997226	84.0202316878258	72.1069803121742
gene214	Q797S1	hypothetical protein	62.1659366540819	71.6058973459182	42.9561524559695	52.3014915440305	41.4077624242406	45.6710415757594
gene215	Q45581	MurR/RpiR family transcriptional regulator	93.6025433483646	123.858408651635	46.0631627687445	49.3191372312555	27.4131383050636	33.6989676949364
gene216	Q45582	N-acetylmuramic acid 6-phosphate etherase	183.02533121778	101.01585878222	66.6714863175647	45.0404816824353	52.2623087303968	29.7938052696032
gene217	Q45583	acetyltransferase	134.85385247355	192.52164952645	48.5770256765985	84.2585603234015	40.1787438122523	52.8241421877477
gene218	Q45584	hypothetical protein	358.102438568657	454.821231431344	152.462114018347	119.855011981653	122.304917268754	101.685026731246
gene219	-	tRNA-Glu	9.18623843472684	13.8903035652732	24.1513129731378	24.2108650268622	10.3939067247976	14.2416492752024
gene220	-	tRNA-Val	12.0589596210619	12.4192243789381	27.5357608638343	29.5099211361657	28.9323630585596	28.8763709414404
gene221	-	tRNA-Thr	14.7244040932405	10.8204619067595	48.301454392461	25.4729096075391	29.9224726019477	24.7224913980523
gene222	-	tRNA-Tyr	12.0957070801317	14.6605169198683	55.6303888106496	49.9814151893504	28.9437224851784	27.9755315148216
gene223	-	tRNA-Gln	18.3619628530146	9.01361914698541	85.130056525618	61.934375474382	26.6800399133489	28.6080900866511
gene224	Q45585	RNA polymerase sigma factor SigW	55.2563297219649	13.6297502780351	187.029140346785	91.5525576532149	36.4285405381172	32.4619834618828
gene225	Q45588	anti-sigma-W factor RsiW	59.3344010580733	47.0811429419267	198.126926490102	273.268199509898	66.5082720718462	60.7437099281538
gene226	Q45589	membrane protein	8.67321949235725	15.8117725076428	18.707044912449	15.566187087551	9.84961127912359	11.5788307208764
gene227	O34659	hypothetical protein	19.1596578816945	19.4099881183055	35.4343090938235	35.9997749061765	17.3984603837849	25.5516856162151
gene233	P19220	methylated-DNA--protein-cysteine methyltransferase inducible	1285.53861022062	1603.27976577938	3408.36203305533	2199.57482094467	2431.54255948748	1047.23357651252
gene234	P39755	NADH dehydrogenase subunit 5	956.363056994752	1797.19530300525	2692.79827562875	2043.78183437125	2071.74669542122	1114.62722457878
gene235	O34688	hypothetical protein	334.59919792204	437.42346807796	222.155604188441	409.334441811559	316.085509222505	223.682922777495
gene236	O34823	hypothetical protein	457.006643232785	635.689388767215	218.370329370613	608.318924629387	249.587564308308	474.552411691692
gene237	O34795	hypothetical protein	921.676569866921	648.876096133079	726.953964580906	503.087281419094	627.911696804772	416.479831195228
gene238	O34380	hypothetical protein	596.075651021313	495.864242978687	748.355724074812	807.364475925188	575.759629661393	796.372142338607
gene239	-	hypothetical protein	57.4567711552128	86.1819108447872	56.450688594139	37.233355405861	27.816385926474	42.021250073526
gene240	O31433	two-component sensor histidine kinase	34.3843757385637	28.6480802614363	23.8887543465607	22.3611636534393	19.6392562007309	14.9499917992691
gene241	-	hypothetical protein	2.77923237014985	4.37258962985015	3.02827018987791	2.21936181012209	2.84875097172471	2.15847502827529
gene242	O31435	hypothetical protein	5.83514101129105	7.17803298870895	2.70534059818895	3.68985740181105	3.55100573573344	3.44112226426656
gene243	O31436	hypothetical protein	2.97728273628372	1.91363926371628	0.781139087882728	0.654342912117272	0.845729616056356	0.866418383943644
gene244	O31437	DUF4885 domain-containing protein	12.5030367654141	5.47545523458588	2.79231335626829	3.01202464373171	2.04834489438151	2.88169510561849
gene245	P54425	amino acid permease	11.652526465257	6.60430153474305	4.20263399478453	3.60526400521547	2.53008546370061	2.33932853629939
gene246	P54379	hypothetical protein	3.15152725307786	4.47708274692214	1.97861153242651	2.21949446757349	0.884422640827625	1.11846735917237
gene247	P54426	hypothetical protein	5.81736336507121	8.77136863492879	4.56900488854828	3.68871311145172	1.82783707127422	0.908070928725784
gene248	P54427	class D beta-lactamase	7.27366243807948	10.1537635619205	7.87181187358674	11.0534421264133	4.80348209896176	4.95773190103824
gene249	O31440	fatty acid beta-hydroxylating cytochrome P450	6.71868151564924	2.51027648435076	10.5029679997993	6.13613200020068	3.24528316682465	2.75468083317535
gene250	-	hypothetical protein	16.6982158659096	14.1785221340904	18.2915093980293	14.8467306019707	7.88764130812194	9.53568069187806
gene251	Q45577	amino acid:proton symporter	128.102772442986	244.334731557014	142.972160475566	76.1043735244341	101.236668094828	165.779477905172
gene252	P37965	glycerophosphoryl diester phosphodiesterase	26.9201576166534	19.0963843833466	19.4059540646041	24.4013619353959	19.0024065999679	20.6501534000321
gene253	P37948	glycerol-3-phosphate transporter	11.2078467866375	11.4112472133625	47.8540615296288	72.1090124703712	15.3427489585433	25.6709910414567
gene254	-	hypothetical protein	15.4128626312239	15.6785473687761	12.8533405207471	20.8314094792529	67.6029263047413	62.4683456952586
gene255	O31442	hypothetical protein	214.161273181771	196.446672818229	525.428913528374	255.499292471626	68.7259070315527	45.6595909684473
gene256	O31443	MarR family transcriptional regulator	1.75233475078368	1.29221524921632	2.93441174029975	5.10774225970025	0.29715591443912	0.34232208556088
gene258	O31445	hypothetical protein	2.47267401208501	2.66693998791499	2.23920820438066	1.98451379561934	3.73361612769147	2.38368787230853
gene259	O31446	hypothetical protein	3.64206693426517	2.88696306573483	2.81686821602162	2.29316978397838	2.8436099407066	6.4257500592934
gene260	O31447	hypothetical protein	39.2780030276069	32.2649769723931	14.2911767172222	19.2282452827778	115.325280491225	138.339527508775
gene262	O31449	AraC family transcriptional regulator	182.269853319862	166.415920680138	166.850026139452	179.287637860548	137.035084424867	73.4243435751333
gene263	O34574	hypothetical protein	464.009342239867	404.789349760133	7.87733907600445	13.0103789239955	934.028184310116	1939.87133168988
gene264	Q99163	phage holin	335.381417613247	385.460010386753	7.5219634406144	5.7780125593856	1102.40021276535	1024.95778123465
gene265	O07532	hypothetical protein	2.7641092509283	3.9339007490717	1.20083380750669	0.943740192493306	2.23406493201582	2.24227506798418
gene266	P96667	hypothetical protein	28.1742019657074	25.6259500342926	11.213823638303	10.892588361697	7.20735779027206	7.51712020972794
gene267	P39771	phosphoribosylglycinamide formyltransferase 2	18.5722889380668	28.4697010619332	15.7177129850064	16.0019530149936	12.9826667943378	11.4435912056622
gene268	P39790	serine protease	16.0994843827038	28.9189256172962	20.1976030053414	24.3023189946586	14.7000681531685	12.5072658468315
